time,pd_3,pd_6,pd_7,pd_8,pm_3_1,pm_3_2,pm_3_3,pm_3_4,pm_6_1,pm_6_2,pm_6_3,pm_6_4,pm_7_1,pm_7_2,pm_7_3,pm_7_4,pm_8_1,pm_8_2,pm_8_3,pm_8_4,mocap_1_x,mocap_1_y,mocap_1_z,mocap_1_qx,mocap_1_qy,mocap_1_qz,mocap_1_qw,mocap_2_x,mocap_2_y,mocap_2_z,mocap_2_qx,mocap_2_qy,mocap_2_qz,mocap_2_qw,mocap_3_x,mocap_3_y,mocap_3_z,mocap_3_qx,mocap_3_qy,mocap_3_qz,mocap_3_qw
0.17699623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252748,1.229089,0.510446,-0.000484,-0.00056,-0.000639,1.0,0.252937,1.115003,0.455044,0.003667,-0.000616,0.000132,0.999993,0.263398,0.836716,0.473941,0.017558,0.000125,0.004388,0.999836
0.34198427,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252748,1.229089,0.510446,-0.000484,-0.00056,-0.000639,1.0,0.252937,1.115003,0.455044,0.003667,-0.000616,0.000132,0.999993,0.263398,0.836716,0.473941,0.017558,0.000125,0.004388,0.999836
0.3522048,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252747,1.229092,0.510446,-0.000476,-0.000557,-0.000639,1.0,0.252932,1.115002,0.455051,0.003646,-0.000571,0.000131,0.999993,0.263401,0.836722,0.473941,0.01758,0.000127,0.004393,0.999836
0.36235642,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252747,1.229092,0.510446,-0.000476,-0.000557,-0.000639,1.0,0.252932,1.115002,0.455051,0.003646,-0.000571,0.000131,0.999993,0.263401,0.836722,0.473941,0.01758,0.000127,0.004393,0.999836
0.3726375,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252747,1.229089,0.510447,-0.000485,-0.000561,-0.000646,1.0,0.252933,1.115002,0.455048,0.003666,-0.000597,0.000127,0.999993,0.263435,0.836753,0.473965,0.017634,7.7e-05,0.004423,0.999835
0.382926,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252747,1.229089,0.510447,-0.000485,-0.000561,-0.000646,1.0,0.252933,1.115002,0.455048,0.003666,-0.000597,0.000127,0.999993,0.263435,0.836753,0.473965,0.017634,7.7e-05,0.004423,0.999835
0.3931775,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252747,1.229089,0.510447,-0.000485,-0.000561,-0.000646,1.0,0.252933,1.115002,0.455048,0.003666,-0.000597,0.000127,0.999993,0.263435,0.836753,0.473965,0.017634,7.7e-05,0.004423,0.999835
0.40346503,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252745,1.22909,0.510443,-0.000477,-0.00056,-0.000644,1.0,0.25293,1.115004,0.455049,0.003664,-0.000584,0.000131,0.999993,0.263397,0.836728,0.473944,0.017597,0.00013,0.004389,0.999836
0.41374373,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252745,1.22909,0.510443,-0.000477,-0.00056,-0.000644,1.0,0.25293,1.115004,0.455049,0.003664,-0.000584,0.000131,0.999993,0.263397,0.836728,0.473944,0.017597,0.00013,0.004389,0.999836
0.42402697,2.0,2.0,0.0,2.0,0.532,0.7669,0.525,0.5166,0.2803,0.3042,0.2986,0.3267,0.5348,-0.0263,-0.0009,-0.0839,-0.0206,-0.0192,-0.0248,-0.0277,0.252745,1.22909,0.510443,-0.000477,-0.00056,-0.000644,1.0,0.25293,1.115004,0.455049,0.003664,-0.000584,0.000131,0.999993,0.263397,0.836728,0.473944,0.017597,0.00013,0.004389,0.999836
