t,phase,p_col0,p_col1,p_col2,p_col3,tip_x,tip_y,tip_z,arm_len
0.0100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.26757,0.26757
0.0200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.26629,0.26629
0.0300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.26441,0.26441
0.0400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.26219,0.26219
0.0500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25984,0.25984
0.0600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25754,0.25754
0.0700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25541,0.25541
0.0800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25354,0.25354
0.0900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25197,0.25197
0.1000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25074,0.25074
0.1100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24982,0.24982
0.1200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24920,0.24920
0.1300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24885,0.24885
0.1400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24872,0.24872
0.1500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24876,0.24876
0.1600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24892,0.24892
0.1700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24917,0.24917
0.1800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24947,0.24947
0.1900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.24979,0.24979
0.2000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25010,0.25010
0.2100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25039,0.25039
0.2200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25063,0.25063
0.2300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25084,0.25084
0.2400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25099,0.25099
0.2500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25110,0.25110
0.2600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25117,0.25117
0.2700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25120,0.25120
0.2800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25120,0.25120
0.2900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25118,0.25118
0.3000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25114,0.25114
0.3100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25109,0.25109
0.3200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25103,0.25103
0.3300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25097,0.25097
0.3400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25092,0.25092
0.3500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25086,0.25086
0.3600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25082,0.25082
0.3700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25078,0.25078
0.3800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25075,0.25075
0.3900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.4000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.4100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25070,0.25070
0.4200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25070,0.25070
0.4300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25070,0.25070
0.4400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25070,0.25070
0.4500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25070,0.25070
0.4600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.4700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.4800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.4900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.5000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.5900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.6000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25073,0.25073
0.6100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.6200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.6300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.6400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.6500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.6600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.6700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.6800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.6900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25072,0.25072
0.7000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.7900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.8900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
0.9900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.0900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.1900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.2900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.3900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.4900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.5900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.6900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.7900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.8900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
1.9900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.0900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.1900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.2900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3500,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3600,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3700,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3800,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.3900,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.4000,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.4100,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.4200,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.4300,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
2.4400,STATIC_col0_p0,0.0000,0.0000,0.0000,0.0000,-0.00000,0.00000,0.25071,0.25071
