step_id,time,desired_p_3,desired_p_8,measured_p_3_1,measured_p_3_2,measured_p_3_3,measured_p_3_4,measured_p_8_1,measured_p_8_2,measured_p_8_3,measured_p_8_4
151765,0.016948,0.0000,0.0000,4.3317,4.8352,-0.0755,-0.0375,0.3942,0.3956,0.4069,0.4012
151766,0.034350,0.0000,0.0000,4.3317,4.8352,-0.0755,-0.0375,0.3942,0.3956,0.4069,0.4012
151767,0.049704,0.0000,0.0000,4.3317,4.8338,-0.0741,-0.0375,0.3928,0.3914,0.4055,0.3970
151768,0.062671,0.0000,0.0000,4.3317,4.8338,-0.0741,-0.0375,0.3928,0.3914,0.4055,0.3970
151769,0.073300,0.0000,0.0000,4.3317,4.8338,-0.0741,-0.0375,0.3928,0.3914,0.4055,0.3970
151770,0.088643,0.0000,0.0000,4.3317,4.8338,-0.0741,-0.0375,0.3928,0.3914,0.4055,0.3970
151771,0.112206,0.0000,0.0000,4.3317,4.8338,-0.0741,-0.0375,0.3928,0.3914,0.4055,0.3970
151772,0.122438,0.0000,0.0248,4.3331,4.8352,-0.0741,-0.0473,0.3816,0.3830,0.3956,0.3787
151773,0.142247,0.0000,0.0248,4.3331,4.8352,-0.0741,-0.0473,0.3816,0.3830,0.3956,0.3787
151774,0.152757,0.0000,0.0248,4.3331,4.8352,-0.0741,-0.0473,0.3816,0.3830,0.3956,0.3787
151775,0.166349,0.0000,0.0248,4.3331,4.8352,-0.0741,-0.0473,0.3816,0.3830,0.3956,0.3787
151776,0.177343,0.0000,0.0248,4.3331,4.8352,-0.0741,-0.0473,0.3816,0.3830,0.3956,0.3787
151777,0.187511,0.0000,0.0248,4.3331,4.8352,-0.0741,-0.0473,0.3816,0.3830,0.3956,0.3787
151778,0.197735,0.0000,0.0711,4.3317,4.8338,-0.0755,-0.0473,0.3830,0.3998,0.3914,0.3787
151779,0.207911,0.0000,0.0711,4.3317,4.8338,-0.0755,-0.0473,0.3830,0.3998,0.3914,0.3787
151780,0.218039,0.0000,0.0711,4.3317,4.8338,-0.0755,-0.0473,0.3830,0.3998,0.3914,0.3787
151781,0.228259,0.0000,0.0711,4.3317,4.8338,-0.0755,-0.0473,0.3830,0.3998,0.3914,0.3787
151782,0.238438,0.0000,0.0711,4.3317,4.8338,-0.0755,-0.0473,0.3830,0.3998,0.3914,0.3787
