step_id,time,desired_p_3,desired_p_8,measured_p_3_1,measured_p_3_2,measured_p_3_3,measured_p_3_4,measured_p_8_1,measured_p_8_2,measured_p_8_3,measured_p_8_4
116509,0.019865,0.0000,0.0000,4.3106,4.8323,-0.0727,-0.0375,0.3928,0.3956,0.4027,0.4083
116510,0.031359,0.0000,0.0000,4.3106,4.8323,-0.0727,-0.0375,0.3928,0.3956,0.4027,0.4083
116511,0.046629,0.0000,0.0000,4.3106,4.8323,-0.0727,-0.0375,0.3928,0.3956,0.4027,0.4083
116512,0.058884,0.0000,0.0000,4.3106,4.8323,-0.0727,-0.0375,0.3928,0.3956,0.4027,0.4083
116513,0.074195,0.0000,0.0099,4.3148,4.8323,-0.0727,-0.0445,0.3942,0.3914,0.3998,0.3970
116514,0.084559,0.0000,0.0099,4.3148,4.8323,-0.0727,-0.0445,0.3942,0.3914,0.3998,0.3970
116515,0.097082,0.0000,0.0099,4.3148,4.8323,-0.0727,-0.0445,0.3942,0.3914,0.3998,0.3970
116516,0.110796,0.0000,0.0099,4.3148,4.8323,-0.0727,-0.0445,0.3942,0.3914,0.3998,0.3970
116517,0.121994,0.0000,0.0099,4.3148,4.8323,-0.0727,-0.0445,0.3942,0.3914,0.3998,0.3970
116518,0.132166,0.0000,0.0370,4.3106,4.8309,-0.0741,-0.0459,0.3956,0.3830,0.4097,0.4027
116519,0.142535,0.0000,0.0370,4.3106,4.8309,-0.0741,-0.0459,0.3956,0.3830,0.4097,0.4027
116520,0.152847,0.0000,0.0370,4.3106,4.8309,-0.0741,-0.0459,0.3956,0.3830,0.4097,0.4027
116521,0.163030,0.0000,0.0370,4.3106,4.8309,-0.0741,-0.0459,0.3956,0.3830,0.4097,0.4027
116522,0.173157,0.0000,0.0370,4.3106,4.8309,-0.0741,-0.0459,0.3956,0.3830,0.4097,0.4027
116523,0.183323,0.0000,0.0661,4.3106,4.8309,-0.0741,-0.0459,0.3970,0.3956,0.4012,0.4027
116524,0.193510,0.0000,0.0661,4.3106,4.8309,-0.0741,-0.0459,0.3970,0.3956,0.4012,0.4027
