step_id,time,desired_p_3,desired_p_8,measured_p_3_1,measured_p_3_2,measured_p_3_3,measured_p_3_4,measured_p_8_1,measured_p_8_2,measured_p_8_3,measured_p_8_4
222712,0.007860,0.0000,0.0000,4.3303,4.8338,-0.0741,-0.0375,0.3984,0.3900,0.4012,0.3998
222713,0.030360,0.0000,0.0000,4.3303,4.8338,-0.0741,-0.0375,0.3984,0.3900,0.4012,0.3998
222714,0.046079,0.0000,0.0000,4.3317,4.8366,-0.0741,-0.0361,0.3956,0.3942,0.3928,0.3970
222715,0.059251,0.0000,0.0000,4.3317,4.8366,-0.0741,-0.0361,0.3956,0.3942,0.3928,0.3970
222716,0.070349,0.0000,0.0000,4.3317,4.8366,-0.0741,-0.0361,0.3956,0.3942,0.3928,0.3970
222717,0.080675,0.0000,0.0000,4.3317,4.8366,-0.0741,-0.0361,0.3956,0.3942,0.3928,0.3970
222718,0.095715,0.0000,0.0000,4.3317,4.8366,-0.0741,-0.0361,0.3956,0.3942,0.3928,0.3970
222719,0.111292,0.0000,0.0000,4.3317,4.8366,-0.0741,-0.0361,0.3956,0.3942,0.3928,0.3970
222720,0.123159,0.0000,0.0014,4.3303,4.8295,-0.0698,-0.0375,0.3802,0.3787,0.3914,0.3745
222721,0.133424,0.0000,0.0014,4.3303,4.8295,-0.0698,-0.0375,0.3802,0.3787,0.3914,0.3745
222722,0.143562,0.0000,0.0014,4.3303,4.8295,-0.0698,-0.0375,0.3802,0.3787,0.3914,0.3745
222723,0.153750,0.0000,0.0014,4.3303,4.8295,-0.0698,-0.0375,0.3802,0.3787,0.3914,0.3745
222724,0.163876,0.0000,0.0014,4.3303,4.8295,-0.0698,-0.0375,0.3802,0.3787,0.3914,0.3745
222725,0.174097,0.0000,0.0062,4.3345,4.8352,-0.0698,-0.0361,0.3914,0.3886,0.4055,0.4027
222726,0.184298,0.0000,0.0062,4.3345,4.8352,-0.0698,-0.0361,0.3914,0.3886,0.4055,0.4027
222727,0.194459,0.0000,0.0062,4.3345,4.8352,-0.0698,-0.0361,0.3914,0.3886,0.4055,0.4027
222728,0.204686,0.0000,0.0062,4.3345,4.8352,-0.0698,-0.0361,0.3914,0.3886,0.4055,0.4027
222729,0.214825,0.0000,0.0062,4.3345,4.8352,-0.0698,-0.0361,0.3914,0.3886,0.4055,0.4027
222730,0.225097,0.0000,0.0125,4.3345,4.8323,-0.0741,-0.0445,0.3928,0.3970,0.3970,0.3998
222731,0.235405,0.0000,0.0125,4.3345,4.8323,-0.0741,-0.0445,0.3928,0.3970,0.3970,0.3998
222732,0.245652,0.0000,0.0125,4.3345,4.8323,-0.0741,-0.0445,0.3928,0.3970,0.3970,0.3998
222733,0.260920,0.0000,0.0125,4.3345,4.8323,-0.0741,-0.0445,0.3928,0.3970,0.3970,0.3998
222734,0.274903,0.0000,0.0125,4.3345,4.8323,-0.0741,-0.0445,0.3928,0.3970,0.3970,0.3998
222735,0.285535,0.0000,0.0211,4.3317,4.8309,-0.0755,-0.0459,0.3900,0.3872,0.4027,0.3956
222736,0.299878,0.0000,0.0211,4.3317,4.8309,-0.0755,-0.0459,0.3900,0.3872,0.4027,0.3956
222737,0.319470,0.0000,0.0211,4.3317,4.8309,-0.0755,-0.0459,0.3900,0.3872,0.4027,0.3956
222738,0.335637,0.0000,0.0211,4.3317,4.8309,-0.0755,-0.0459,0.3900,0.3872,0.4027,0.3956
222739,0.347027,0.0000,0.0211,4.3317,4.8309,-0.0755,-0.0459,0.3900,0.3872,0.4027,0.3956
222740,0.357202,0.0000,0.0368,4.3317,4.8366,-0.0727,-0.0459,0.3886,0.3787,0.3984,0.3802
222741,0.367442,0.0000,0.0368,4.3317,4.8366,-0.0727,-0.0459,0.3886,0.3787,0.3984,0.3802
222742,0.377607,0.0000,0.0368,4.3317,4.8366,-0.0727,-0.0459,0.3886,0.3787,0.3984,0.3802
222743,0.387753,0.0000,0.0368,4.3317,4.8366,-0.0727,-0.0459,0.3886,0.3787,0.3984,0.3802
222744,0.397886,0.0000,0.0368,4.3317,4.8366,-0.0727,-0.0459,0.3886,0.3787,0.3984,0.3802
222745,0.408030,0.0000,0.0525,4.3303,4.8323,-0.0741,-0.0459,0.3970,0.4027,0.3928,0.4027
222746,0.418157,0.0000,0.0525,4.3303,4.8323,-0.0741,-0.0459,0.3970,0.4027,0.3928,0.4027
222747,0.428275,0.0000,0.0525,4.3303,4.8323,-0.0741,-0.0459,0.3970,0.4027,0.3928,0.4027
222748,0.438392,0.0000,0.0525,4.3303,4.8323,-0.0741,-0.0459,0.3970,0.4027,0.3928,0.4027
222749,0.448488,0.0000,0.0525,4.3303,4.8323,-0.0741,-0.0459,0.3970,0.4027,0.3928,0.4027
222750,0.458609,0.0000,0.0688,4.3345,4.8338,-0.0741,-0.0431,0.3914,0.3914,0.3956,0.4097
222751,0.468769,0.0000,0.0688,4.3345,4.8338,-0.0741,-0.0431,0.3914,0.3914,0.3956,0.4097
222752,0.484294,0.0000,0.0688,4.3345,4.8338,-0.0741,-0.0431,0.3914,0.3914,0.3956,0.4097
222753,0.499489,0.0000,0.0688,4.3345,4.8338,-0.0741,-0.0431,0.3914,0.3914,0.3956,0.4097
222754,0.510789,0.0000,0.0870,4.3331,4.8338,-0.0727,-0.0473,0.3914,0.3928,0.3970,0.3956
222755,0.522624,0.0000,0.0870,4.3331,4.8338,-0.0727,-0.0473,0.3914,0.3928,0.3970,0.3956
222756,0.544425,0.0000,0.0870,4.3331,4.8338,-0.0727,-0.0473,0.3914,0.3928,0.3970,0.3956
222757,0.560526,0.0000,0.0870,4.3331,4.8338,-0.0727,-0.0473,0.3914,0.3928,0.3970,0.3956
222758,0.571597,0.0000,0.1115,4.3317,4.8352,-0.0755,-0.0473,0.3858,0.3900,0.3928,0.3956
222759,0.581769,0.0000,0.1115,4.3317,4.8352,-0.0755,-0.0473,0.3858,0.3900,0.3928,0.3956
222760,0.591982,0.0000,0.1115,4.3317,4.8352,-0.0755,-0.0473,0.3858,0.3900,0.3928,0.3956
222761,0.602341,0.0000,0.1115,4.3317,4.8352,-0.0755,-0.0473,0.3858,0.3900,0.3928,0.3956
222762,0.612561,0.0000,0.1115,4.3317,4.8352,-0.0755,-0.0473,0.3858,0.3900,0.3928,0.3956
222763,0.622704,0.0000,0.1368,4.3317,4.8352,-0.0727,-0.0459,0.3886,0.3942,0.4012,0.3984
222764,0.632870,0.0000,0.1368,4.3317,4.8352,-0.0727,-0.0459,0.3886,0.3942,0.4012,0.3984
222765,0.643059,0.0000,0.1368,4.3317,4.8352,-0.0727,-0.0459,0.3886,0.3942,0.4012,0.3984
222766,0.653322,0.0000,0.1368,4.3317,4.8352,-0.0727,-0.0459,0.3886,0.3942,0.4012,0.3984
222767,0.663587,0.0000,0.1368,4.3317,4.8352,-0.0727,-0.0459,0.3886,0.3942,0.4012,0.3984
222768,0.673785,0.0000,0.1620,4.3317,4.8338,-0.0741,-0.0459,0.3914,0.3928,0.3998,0.3984
222769,0.683972,0.0000,0.1620,4.3317,4.8338,-0.0741,-0.0459,0.3914,0.3928,0.3998,0.3984
222770,0.694338,0.0000,0.1620,4.3317,4.8338,-0.0741,-0.0459,0.3914,0.3928,0.3998,0.3984
222771,0.709759,0.0000,0.1620,4.3317,4.8338,-0.0741,-0.0459,0.3914,0.3928,0.3998,0.3984
222772,0.724977,0.0000,0.1620,4.3317,4.8338,-0.0741,-0.0459,0.3914,0.3928,0.3998,0.3984
222773,0.735659,0.0000,0.1895,4.3303,4.8323,-0.0741,-0.0459,0.3914,0.3900,0.3998,0.3956
222774,0.747472,0.0000,0.1895,4.3303,4.8323,-0.0741,-0.0459,0.3914,0.3900,0.3998,0.3956
222775,0.769156,0.0000,0.1895,4.3303,4.8323,-0.0741,-0.0459,0.3914,0.3900,0.3998,0.3956
222776,0.785144,0.0000,0.1895,4.3303,4.8323,-0.0741,-0.0459,0.3914,0.3900,0.3998,0.3956
222777,0.796664,0.0000,0.2266,4.3317,4.8338,-0.0741,-0.0488,0.3886,0.3858,0.3886,0.3914
222778,0.807054,0.0000,0.2266,4.3317,4.8338,-0.0741,-0.0488,0.3886,0.3858,0.3886,0.3914
222779,0.817218,0.0000,0.2266,4.3317,4.8338,-0.0741,-0.0488,0.3886,0.3858,0.3886,0.3914
222780,0.827396,0.0000,0.2266,4.3317,4.8338,-0.0741,-0.0488,0.3886,0.3858,0.3886,0.3914
222781,0.837554,0.0000,0.2266,4.3317,4.8338,-0.0741,-0.0488,0.3886,0.3858,0.3886,0.3914
222782,0.847708,0.0000,0.2266,4.3317,4.8338,-0.0741,-0.0488,0.3886,0.3858,0.3886,0.3914
222783,0.857918,0.0000,0.2636,4.3317,4.8338,-0.0755,-0.0473,0.3942,0.3970,0.3900,0.4069
222784,0.868133,0.0000,0.2636,4.3317,4.8338,-0.0755,-0.0473,0.3942,0.3970,0.3900,0.4069
222785,0.878319,0.0000,0.2636,4.3317,4.8338,-0.0755,-0.0473,0.3942,0.3970,0.3900,0.4069
222786,0.888504,0.0000,0.2636,4.3317,4.8338,-0.0755,-0.0473,0.3942,0.3970,0.3900,0.4069
