step_id,time,desired_p_3,desired_p_8,measured_p_3_1,measured_p_3_2,measured_p_3_3,measured_p_3_4,measured_p_8_1,measured_p_8_2,measured_p_8_3,measured_p_8_4
11731,0.009727,0.0000,0.0000,4.2572,4.8352,-0.0755,-0.0530,0.3984,0.4027,0.4041,0.4083
11732,0.023401,0.0000,0.0000,4.2572,4.8352,-0.0755,-0.0530,0.3984,0.4027,0.4041,0.4083
11733,0.044357,0.0000,0.0000,4.2558,4.8295,-0.0755,-0.0572,0.3956,0.3984,0.3998,0.4083
11734,0.064029,0.0000,0.0000,4.2558,4.8295,-0.0755,-0.0572,0.3956,0.3984,0.3998,0.4083
11735,0.083378,0.0000,0.0000,4.2558,4.8295,-0.0755,-0.0572,0.3956,0.3984,0.3998,0.4083
11736,0.102295,0.0000,0.0000,4.2558,4.8295,-0.0755,-0.0572,0.3956,0.3984,0.3998,0.4083
11737,0.120241,0.0000,0.0434,4.2544,4.8366,-0.0741,-0.0544,0.3914,0.3942,0.4012,0.3970
11738,0.135792,0.0000,0.0434,4.2544,4.8366,-0.0741,-0.0544,0.3914,0.3942,0.4012,0.3970
11739,0.151210,0.0000,0.0434,4.2544,4.8366,-0.0741,-0.0544,0.3914,0.3942,0.4012,0.3970
11740,0.166791,0.0000,0.0434,4.2544,4.8366,-0.0741,-0.0544,0.3914,0.3942,0.4012,0.3970
11741,0.178207,0.0000,0.0434,4.2544,4.8366,-0.0741,-0.0544,0.3914,0.3942,0.4012,0.3970
11742,0.193658,0.0000,0.1268,4.2558,4.8309,-0.0712,-0.0530,0.3900,0.3956,0.3984,0.3802
11743,0.204632,0.0000,0.1268,4.2558,4.8309,-0.0712,-0.0530,0.3900,0.3956,0.3984,0.3802
11744,0.217439,0.0000,0.1268,4.2558,4.8309,-0.0712,-0.0530,0.3900,0.3956,0.3984,0.3802
11745,0.227575,0.0000,0.1268,4.2558,4.8309,-0.0712,-0.0530,0.3900,0.3956,0.3984,0.3802
11746,0.239061,0.0000,0.1268,4.2558,4.8309,-0.0712,-0.0530,0.3900,0.3956,0.3984,0.3802
11747,0.249942,0.0000,0.1927,4.2544,4.8338,-0.0755,-0.0544,0.3914,0.3984,0.4027,0.3942
11748,0.260092,0.0000,0.1927,4.2544,4.8338,-0.0755,-0.0544,0.3914,0.3984,0.4027,0.3942
11749,0.270251,0.0000,0.1927,4.2544,4.8338,-0.0755,-0.0544,0.3914,0.3984,0.4027,0.3942
11750,0.280425,0.0000,0.1927,4.2544,4.8338,-0.0755,-0.0544,0.3914,0.3984,0.4027,0.3942
11751,0.290632,0.0000,0.1927,4.2544,4.8338,-0.0755,-0.0544,0.3914,0.3984,0.4027,0.3942
11752,0.300870,0.0000,0.2517,4.2558,4.8352,-0.0755,-0.0572,0.3984,0.3998,0.4139,0.3998
11753,0.311091,0.0000,0.2517,4.2558,4.8352,-0.0755,-0.0572,0.3984,0.3998,0.4139,0.3998
11754,0.321309,0.0000,0.2517,4.2558,4.8352,-0.0755,-0.0572,0.3984,0.3998,0.4139,0.3998
11755,0.331448,0.0000,0.2517,4.2558,4.8352,-0.0755,-0.0572,0.3984,0.3998,0.4139,0.3998
11756,0.341610,0.0000,0.2517,4.2558,4.8352,-0.0755,-0.0572,0.3984,0.3998,0.4139,0.3998
11757,0.351831,0.0000,0.3038,4.2544,4.8323,-0.0712,-0.0558,0.3970,0.3970,0.4125,0.4055
11758,0.362060,0.0000,0.3038,4.2544,4.8323,-0.0712,-0.0558,0.3970,0.3970,0.4125,0.4055
11759,0.377338,0.0000,0.3038,4.2544,4.8323,-0.0712,-0.0558,0.3970,0.3970,0.4125,0.4055
11760,0.388202,0.0000,0.3038,4.2544,4.8323,-0.0712,-0.0558,0.3970,0.3970,0.4125,0.4055
11761,0.411929,0.0000,0.3038,4.2544,4.8323,-0.0712,-0.0558,0.3970,0.3970,0.4125,0.4055
11762,0.427142,0.0000,0.3555,4.2544,4.8338,-0.0727,-0.0558,0.4012,0.3970,0.4069,0.4027
11763,0.437456,0.0000,0.3555,4.2544,4.8338,-0.0727,-0.0558,0.4012,0.3970,0.4069,0.4027
11764,0.454701,0.0000,0.3555,4.2544,4.8338,-0.0727,-0.0558,0.4012,0.3970,0.4069,0.4027
11765,0.467607,0.0000,0.3555,4.2544,4.8338,-0.0727,-0.0558,0.4012,0.3970,0.4069,0.4027
11766,0.477884,0.0000,0.4264,4.2544,4.8338,-0.0727,-0.0544,0.3900,0.4041,0.3956,0.3914
11767,0.488097,0.0000,0.4264,4.2544,4.8338,-0.0727,-0.0544,0.3900,0.4041,0.3956,0.3914
11768,0.498260,0.0000,0.4264,4.2544,4.8338,-0.0727,-0.0544,0.3900,0.4041,0.3956,0.3914
11769,0.508420,0.0000,0.4264,4.2544,4.8338,-0.0727,-0.0544,0.3900,0.4041,0.3956,0.3914
