step_id,time,desired_p_3,desired_p_8,measured_p_3_1,measured_p_3_2,measured_p_3_3,measured_p_3_4,measured_p_8_1,measured_p_8_2,measured_p_8_3,measured_p_8_4
35015,0.026065,0.0000,0.0000,4.2783,4.8352,-0.0741,-0.0459,0.3914,0.4041,0.4041,0.4097
35016,0.043600,0.0000,0.0000,4.2783,4.8352,-0.0741,-0.0459,0.3914,0.4041,0.4041,0.4097
35017,0.055009,0.0000,0.0000,4.2783,4.8352,-0.0741,-0.0459,0.3914,0.4041,0.4041,0.4097
35018,0.070925,0.0000,0.0000,4.2783,4.8352,-0.0741,-0.0459,0.3914,0.4041,0.4041,0.4097
35019,0.081072,0.0000,0.0260,4.2755,4.8295,-0.0755,-0.0473,0.3886,0.3872,0.3956,0.3956
35020,0.094776,0.0000,0.0260,4.2755,4.8295,-0.0755,-0.0473,0.3886,0.3872,0.3956,0.3956
35021,0.107165,0.0000,0.0260,4.2755,4.8295,-0.0755,-0.0473,0.3886,0.3872,0.3956,0.3956
35022,0.119420,0.0000,0.0260,4.2755,4.8295,-0.0755,-0.0473,0.3886,0.3872,0.3956,0.3956
35023,0.131544,0.0000,0.0260,4.2755,4.8295,-0.0755,-0.0473,0.3886,0.3872,0.3956,0.3956
35024,0.141934,0.0000,0.0944,4.2797,4.8366,-0.0741,-0.0473,0.3914,0.3984,0.4041,0.3928
35025,0.152450,0.0000,0.0944,4.2797,4.8366,-0.0741,-0.0473,0.3914,0.3984,0.4041,0.3928
35026,0.162662,0.0000,0.0944,4.2797,4.8366,-0.0741,-0.0473,0.3914,0.3984,0.4041,0.3928
35027,0.172821,0.0000,0.0944,4.2797,4.8366,-0.0741,-0.0473,0.3914,0.3984,0.4041,0.3928
35028,0.182960,0.0000,0.0944,4.2797,4.8366,-0.0741,-0.0473,0.3914,0.3984,0.4041,0.3928
35029,0.193090,0.0000,0.1481,4.2769,4.8309,-0.0727,-0.0459,0.4012,0.3956,0.4083,0.4097
35030,0.203197,0.0000,0.1481,4.2769,4.8309,-0.0727,-0.0459,0.4012,0.3956,0.4083,0.4097
35031,0.213315,0.0000,0.1481,4.2769,4.8309,-0.0727,-0.0459,0.4012,0.3956,0.4083,0.4097
35032,0.223446,0.0000,0.1481,4.2769,4.8309,-0.0727,-0.0459,0.4012,0.3956,0.4083,0.4097
35033,0.233555,0.0000,0.1481,4.2769,4.8309,-0.0727,-0.0459,0.4012,0.3956,0.4083,0.4097
35034,0.243664,0.0000,0.1998,4.2769,4.8323,-0.0727,-0.0459,0.4055,0.3942,0.4055,0.4097
35035,0.256718,0.0000,0.1998,4.2769,4.8323,-0.0727,-0.0459,0.4055,0.3942,0.4055,0.4097
35036,0.267045,0.0000,0.1998,4.2769,4.8323,-0.0727,-0.0459,0.4055,0.3942,0.4055,0.4097
35037,0.282246,0.0000,0.1998,4.2769,4.8323,-0.0727,-0.0459,0.4055,0.3942,0.4055,0.4097
35038,0.298835,0.0000,0.1998,4.2769,4.8323,-0.0727,-0.0459,0.4055,0.3942,0.4055,0.4097
35039,0.310201,0.0000,0.1998,4.2769,4.8323,-0.0727,-0.0459,0.4055,0.3942,0.4055,0.4097
35040,0.329435,0.0000,0.2566,4.2769,4.8352,-0.0727,-0.0473,0.3956,0.3942,0.3984,0.4012
35041,0.342887,0.0000,0.2566,4.2769,4.8352,-0.0727,-0.0473,0.3956,0.3942,0.3984,0.4012
35042,0.353354,0.0000,0.2566,4.2769,4.8352,-0.0727,-0.0473,0.3956,0.3942,0.3984,0.4012
35043,0.363512,0.0000,0.2566,4.2769,4.8352,-0.0727,-0.0473,0.3956,0.3942,0.3984,0.4012
35044,0.373667,0.0000,0.3272,4.2741,4.8338,-0.0741,-0.0544,0.3956,0.3998,0.3998,0.3984
35045,0.383879,0.0000,0.3272,4.2741,4.8338,-0.0741,-0.0544,0.3956,0.3998,0.3998,0.3984
35046,0.394095,0.0000,0.3272,4.2741,4.8338,-0.0741,-0.0544,0.3956,0.3998,0.3998,0.3984
35047,0.404309,0.0000,0.3272,4.2741,4.8338,-0.0741,-0.0544,0.3956,0.3998,0.3998,0.3984
35048,0.414582,0.0000,0.3272,4.2741,4.8338,-0.0741,-0.0544,0.3956,0.3998,0.3998,0.3984
35049,0.424746,0.0000,0.3812,4.2741,4.8323,-0.0755,-0.0558,0.4012,0.4027,0.4083,0.4069
35050,0.434906,0.0000,0.3812,4.2741,4.8323,-0.0755,-0.0558,0.4012,0.4027,0.4083,0.4069
