step_id,time,desired_p_3,desired_p_8,measured_p_3_1,measured_p_3_2,measured_p_3_3,measured_p_3_4,measured_p_8_1,measured_p_8_2,measured_p_8_3,measured_p_8_4
210885,0.016706,0.0000,0.0000,4.3317,4.8338,-0.0741,-0.0459,0.3914,0.3970,0.4012,0.3970
210886,0.037098,0.0000,0.0000,4.3317,4.8338,-0.0684,-0.0459,0.3914,0.3886,0.4027,0.4012
210887,0.047909,0.0000,0.0000,4.3317,4.8338,-0.0684,-0.0459,0.3914,0.3886,0.4027,0.4012
210888,0.070648,0.0000,0.0000,4.3317,4.8338,-0.0684,-0.0459,0.3914,0.3886,0.4027,0.4012
210889,0.081979,0.0000,0.0000,4.3317,4.8338,-0.0684,-0.0459,0.3914,0.3886,0.4027,0.4012
210890,0.097851,0.0000,0.0000,4.3317,4.8338,-0.0684,-0.0459,0.3914,0.3886,0.4027,0.4012
210891,0.116797,0.0000,0.0007,4.3317,4.8352,-0.0741,-0.0473,0.3802,0.3928,0.3844,0.3816
210892,0.128168,0.0000,0.0007,4.3317,4.8352,-0.0741,-0.0473,0.3802,0.3928,0.3844,0.3816
210893,0.138351,0.0000,0.0007,4.3317,4.8352,-0.0741,-0.0473,0.3802,0.3928,0.3844,0.3816
210894,0.148526,0.0000,0.0007,4.3317,4.8352,-0.0741,-0.0473,0.3802,0.3928,0.3844,0.3816
210895,0.158705,0.0000,0.0067,4.3317,4.8352,-0.0727,-0.0333,0.3844,0.3970,0.3998,0.3900
210896,0.168821,0.0000,0.0067,4.3317,4.8352,-0.0727,-0.0333,0.3844,0.3970,0.3998,0.3900
210897,0.178964,0.0000,0.0067,4.3317,4.8352,-0.0727,-0.0333,0.3844,0.3970,0.3998,0.3900
210898,0.189120,0.0000,0.0067,4.3317,4.8352,-0.0727,-0.0333,0.3844,0.3970,0.3998,0.3900
210899,0.199409,0.0000,0.0067,4.3317,4.8352,-0.0727,-0.0333,0.3844,0.3970,0.3998,0.3900
210900,0.209835,0.0000,0.0067,4.3317,4.8352,-0.0727,-0.0333,0.3844,0.3970,0.3998,0.3900
210901,0.220068,0.0000,0.0140,4.3247,4.8352,-0.0741,-0.0361,0.3942,0.3900,0.4055,0.3998
210902,0.230259,0.0000,0.0140,4.3247,4.8352,-0.0741,-0.0361,0.3942,0.3900,0.4055,0.3998
210903,0.240449,0.0000,0.0140,4.3247,4.8352,-0.0741,-0.0361,0.3942,0.3900,0.4055,0.3998
210904,0.250649,0.0000,0.0140,4.3247,4.8352,-0.0741,-0.0361,0.3942,0.3900,0.4055,0.3998
210905,0.267621,0.0000,0.0140,4.3247,4.8352,-0.0741,-0.0361,0.3942,0.3900,0.4055,0.3998
210906,0.282965,0.0000,0.0239,4.3261,4.8309,-0.0741,-0.0375,0.3970,0.3872,0.3970,0.4012
210907,0.293215,0.0000,0.0239,4.3261,4.8309,-0.0741,-0.0375,0.3970,0.3872,0.3970,0.4012
210908,0.308433,0.0000,0.0239,4.3261,4.8309,-0.0741,-0.0375,0.3970,0.3872,0.3970,0.4012
210909,0.330194,0.0000,0.0239,4.3261,4.8309,-0.0741,-0.0375,0.3970,0.3872,0.3970,0.4012
210910,0.351779,0.0000,0.0393,4.3261,4.8338,-0.0727,-0.0375,0.3886,0.3802,0.3970,0.3872
210911,0.365106,0.0000,0.0393,4.3261,4.8338,-0.0727,-0.0375,0.3886,0.3802,0.3970,0.3872
210912,0.375251,0.0000,0.0393,4.3261,4.8338,-0.0727,-0.0375,0.3886,0.3802,0.3970,0.3872
210913,0.385413,0.0000,0.0393,4.3261,4.8338,-0.0727,-0.0375,0.3886,0.3802,0.3970,0.3872
210914,0.395544,0.0000,0.0607,4.3233,4.8338,-0.0712,-0.0389,0.3914,0.3984,0.3998,0.3970
210915,0.405656,0.0000,0.0607,4.3233,4.8338,-0.0712,-0.0389,0.3914,0.3984,0.3998,0.3970
210916,0.415776,0.0000,0.0607,4.3233,4.8338,-0.0712,-0.0389,0.3914,0.3984,0.3998,0.3970
210917,0.425986,0.0000,0.0607,4.3233,4.8338,-0.0712,-0.0389,0.3914,0.3984,0.3998,0.3970
210918,0.436206,0.0000,0.0607,4.3233,4.8338,-0.0712,-0.0389,0.3914,0.3984,0.3998,0.3970
210919,0.446368,0.0000,0.0798,4.3275,4.8338,-0.0712,-0.0389,0.3928,0.3970,0.3984,0.4027
210920,0.456560,0.0000,0.0798,4.3275,4.8338,-0.0712,-0.0389,0.3928,0.3970,0.3984,0.4027
210921,0.466853,0.0000,0.0798,4.3275,4.8338,-0.0712,-0.0389,0.3928,0.3970,0.3984,0.4027
210922,0.477140,0.0000,0.0798,4.3275,4.8338,-0.0712,-0.0389,0.3928,0.3970,0.3984,0.4027
210923,0.487374,0.0000,0.0798,4.3275,4.8338,-0.0712,-0.0389,0.3928,0.3970,0.3984,0.4027
210924,0.504953,0.0000,0.0798,4.3275,4.8338,-0.0712,-0.0389,0.3928,0.3970,0.3984,0.4027
210925,0.515872,0.0000,0.1014,4.3247,4.8309,-0.0741,-0.0375,0.3970,0.3914,0.3984,0.4012
210926,0.527687,0.0000,0.1014,4.3247,4.8309,-0.0741,-0.0375,0.3970,0.3914,0.3984,0.4012
210927,0.538516,0.0000,0.1014,4.3247,4.8309,-0.0741,-0.0375,0.3970,0.3914,0.3984,0.4012
210928,0.553705,0.0000,0.1014,4.3247,4.8309,-0.0741,-0.0375,0.3970,0.3914,0.3984,0.4012
210929,0.564521,0.0000,0.1014,4.3247,4.8309,-0.0741,-0.0375,0.3970,0.3914,0.3984,0.4012
210930,0.581312,0.0000,0.1014,4.3247,4.8309,-0.0741,-0.0375,0.3970,0.3914,0.3984,0.4012
210931,0.592240,0.0000,0.1301,4.3261,4.8366,-0.0741,-0.0375,0.3872,0.3956,0.3928,0.3872
210932,0.604550,0.0000,0.1301,4.3261,4.8366,-0.0741,-0.0375,0.3872,0.3956,0.3928,0.3872
210933,0.615014,0.0000,0.1301,4.3261,4.8366,-0.0741,-0.0375,0.3872,0.3956,0.3928,0.3872
210934,0.625179,0.0000,0.1301,4.3261,4.8366,-0.0741,-0.0375,0.3872,0.3956,0.3928,0.3872
210935,0.635461,0.0000,0.1301,4.3261,4.8366,-0.0741,-0.0375,0.3872,0.3956,0.3928,0.3872
210936,0.645702,0.0000,0.1709,4.3261,4.8352,-0.0741,-0.0417,0.3830,0.3970,0.3900,0.3942
210937,0.655875,0.0000,0.1709,4.3261,4.8352,-0.0741,-0.0417,0.3830,0.3970,0.3900,0.3942
210938,0.666081,0.0000,0.1709,4.3261,4.8352,-0.0741,-0.0417,0.3830,0.3970,0.3900,0.3942
210939,0.676293,0.0000,0.1709,4.3261,4.8352,-0.0741,-0.0417,0.3830,0.3970,0.3900,0.3942
210940,0.686526,0.0000,0.1709,4.3261,4.8352,-0.0741,-0.0417,0.3830,0.3970,0.3900,0.3942
210941,0.696778,0.0000,0.2043,4.3247,4.8352,-0.0727,-0.0417,0.3914,0.3956,0.4055,0.3998
210942,0.706970,0.0000,0.2043,4.3247,4.8352,-0.0727,-0.0417,0.3914,0.3956,0.4055,0.3998
210943,0.717238,0.0000,0.2043,4.3247,4.8352,-0.0727,-0.0417,0.3914,0.3956,0.4055,0.3998
210944,0.727576,0.0000,0.2043,4.3247,4.8352,-0.0727,-0.0417,0.3914,0.3956,0.4055,0.3998
210945,0.744793,0.0000,0.2043,4.3247,4.8352,-0.0727,-0.0417,0.3914,0.3956,0.4055,0.3998
210946,0.760112,0.0000,0.2377,4.3219,4.8338,-0.0727,-0.0459,0.3900,0.3900,0.3984,0.3956
210947,0.770451,0.0000,0.2377,4.3219,4.8338,-0.0727,-0.0459,0.3900,0.3900,0.3984,0.3956
210948,0.786885,0.0000,0.2377,4.3219,4.8338,-0.0727,-0.0459,0.3900,0.3900,0.3984,0.3956
210949,0.804364,0.0000,0.2377,4.3219,4.8338,-0.0727,-0.0459,0.3900,0.3900,0.3984,0.3956
210950,0.821349,0.0000,0.2796,4.3233,4.8323,-0.0755,-0.0459,0.3872,0.3970,0.3956,0.3928
210951,0.832082,0.0000,0.2796,4.3233,4.8323,-0.0755,-0.0459,0.3872,0.3970,0.3956,0.3928
210952,0.842224,0.0000,0.2796,4.3233,4.8323,-0.0755,-0.0459,0.3872,0.3970,0.3956,0.3928
210953,0.852472,0.0000,0.2796,4.3233,4.8323,-0.0755,-0.0459,0.3872,0.3970,0.3956,0.3928
210954,0.862722,0.0000,0.2796,4.3233,4.8323,-0.0755,-0.0459,0.3872,0.3970,0.3956,0.3928
210955,0.872925,0.0000,0.3254,4.3261,4.8323,-0.0684,-0.0445,0.3984,0.3900,0.3998,0.4012
210956,0.883132,0.0000,0.3254,4.3261,4.8323,-0.0684,-0.0445,0.3984,0.3900,0.3998,0.4012
210957,0.893297,0.0000,0.3254,4.3261,4.8323,-0.0684,-0.0445,0.3984,0.3900,0.3998,0.4012
210958,0.903474,0.0000,0.3254,4.3261,4.8323,-0.0684,-0.0445,0.3984,0.3900,0.3998,0.4012
210959,0.913629,0.0000,0.3254,4.3261,4.8323,-0.0684,-0.0445,0.3984,0.3900,0.3998,0.4012
210960,0.923769,0.0000,0.3667,4.3219,4.8366,-0.0741,-0.0459,0.3970,0.3928,0.3984,0.3984
210961,0.933973,0.0000,0.3667,4.3219,4.8366,-0.0741,-0.0459,0.3970,0.3928,0.3984,0.3984
210962,0.944209,0.0000,0.3667,4.3219,4.8366,-0.0741,-0.0459,0.3970,0.3928,0.3984,0.3984
210963,0.954466,0.0000,0.3667,4.3219,4.8366,-0.0741,-0.0459,0.3970,0.3928,0.3984,0.3984
210964,0.969889,0.0000,0.3667,4.3219,4.8366,-0.0741,-0.0459,0.3970,0.3928,0.3984,0.3984
210965,0.985111,0.0000,0.4102,4.3275,4.8352,-0.0741,-0.0473,0.3970,0.3970,0.3928,0.4069
210966,0.995277,0.0000,0.4102,4.3275,4.8352,-0.0741,-0.0473,0.3970,0.3970,0.3928,0.4069
210967,1.010490,0.0000,0.4102,4.3275,4.8352,-0.0741,-0.0473,0.3970,0.3970,0.3928,0.4069
210968,1.021086,0.0000,0.4102,4.3275,4.8352,-0.0741,-0.0473,0.3970,0.3970,0.3928,0.4069
210969,1.035458,0.0000,0.4102,4.3275,4.8352,-0.0741,-0.0473,0.3970,0.3970,0.3928,0.4069
210970,1.046578,0.0000,0.4637,4.3261,4.8366,-0.0741,-0.0459,0.3844,0.3970,0.3886,0.3872
210971,1.059503,0.0000,0.4637,4.3261,4.8366,-0.0741,-0.0459,0.3844,0.3970,0.3886,0.3872
210972,1.071053,0.0000,0.4637,4.3261,4.8366,-0.0741,-0.0459,0.3844,0.3970,0.3886,0.3872
210973,1.081297,0.0000,0.4637,4.3261,4.8366,-0.0741,-0.0459,0.3844,0.3970,0.3886,0.3872
210974,1.091578,0.0000,0.4637,4.3261,4.8366,-0.0741,-0.0459,0.3844,0.3970,0.3886,0.3872
210975,1.101796,0.0000,0.5211,4.3261,4.8338,-0.0727,-0.0459,0.3900,0.3942,0.4041,0.3942
210976,1.112015,0.0000,0.5211,4.3261,4.8338,-0.0727,-0.0459,0.3900,0.3942,0.4041,0.3942
210977,1.122208,0.0000,0.5211,4.3261,4.8338,-0.0727,-0.0459,0.3900,0.3942,0.4041,0.3942
